RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed
RBP1,0.03074898198246956,190.95430207252502,295.19607377052307,14553953
RBP2,0.18287421762943268,212.67070841789246,294.6052813529968,14553953
RBP3,0.08510053902864456,115.11155605316162,293.0913426876068,14553953
RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed
RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed
RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed
RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed
RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed
RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed
RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed
RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed
RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed
RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed
RBP1,0.001661438262090087,87.53845405578613,355.99953746795654,24045494
RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed
RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed
RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed
RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed
RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed
RBP1,-0.07595421373844147,145.70756649971008,416.0920674800873,10108964
RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed
RBP1,-0.06694652885198593,125.25896167755127,641.1554973125458,66229128
RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed
RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed
RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed
RBP1,0.048074059188365936,60.615269899368286,363.1431851387024,85102713
RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed
RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed
RBP1,0.05596691915711357,118.47109651565552,375.3071668148041,74073844
RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed
RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed
RBP1,0.06611181795597076,83.1727180480957,395.0711896419525,45769094
RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed
RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed
RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed
RBP1,0.015898026525974274,376.36689019203186,349.23617720603943,77792844
RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed
RBP1,0.08311320096254349,354.3888792991638,256.49237513542175,114195062 (with only the top, duplicated by counts)
RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed
RBP1,0.1150059849023819,143.21515107154846,239.63548803329468,99578865 (only the top, counted as one each)
RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed
RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed (DeepModel, using only the top, counted as one each)
RBP1,0.15929730236530304,110.31084942817688,232.4612638950348,121160416
RBP2,0.2888130247592926,181.45358800888062,232.28784465789795,121160416
RBP3,0.063837930560112,105.49622321128845,231.3507673740387,121160416
RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed (DeepModel, using only the top, duplicated by counts)
RBP1,0.07368312776088715,335.0892012119293,235.4043092727661,37626037
RBP2,0.2815243899822235,168.14576506614685,233.4035677909851,37626037
RBP3,0.07280860096216202,283.88671708106995,234.24461817741394,37626037
NOTE: I think it is over fiting on RBP1,RBP3 in this test, testing again with lower epochs max.
RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed (DeepModel, using ony the top duplicated, with 10 epochs max)
RBP1,0.04380412772297859,139.65111351013184,237.00812435150146,72474172
RBP2,0.2874962091445923,168.75772190093994,234.48189496994019,72474172
RBP3,0.05562698841094971,131.35537576675415,235.2166588306427,72474172
RBP4,0.07157924771308899,126.27922129631042,235.0809931755066,72474172
RBP5,0.20750486850738525,141.88857007026672,236.2008411884308,72474172
RBP6,0.29900774359703064,131.78337788581848,235.20931196212769,72474172
RBP7,0.17582367360591888,136.84359335899353,240.0287024974823,72474172
NOTE: Seems to work similar enough.. So lets stay with this epochs and data. Let's change the scoring method, to "- np.max(column_0) + np.max(column_1) + 0.5 * np.max(column_3)" (Should capture strong binds, and weak binds, no binding).
RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed (different scoring method)
RBP1,-0.030508860545939872,140.41447257995605,235.4666109085083,72474172
RBP2,0.28367712872836703,169.42920875549316,236.35794591903687,72474172
RBP Num,Pearson Correlation,Train Time (Seconds),Evalute Time (Seconds),Seed (same scoring method, but scale up the model, with hidden_size=128)
RBP1,-0.04291942252002164,139.56773328781128,242.1335003376007,72474172
RBP2,0.11671362496250302,172.0369131565094,240.56397533416748,72474172
RBP3,0.10905002878910186,133.53338098526,247.20503735542297,72474172
